trial,block,snr_level,vowel,eval,respside,audibility,cv_fold,role
0,1,6,1,1,2,6,0,train_cond
1,1,2,1,0,1,1,0,gen_cond
2,1,3,2,1,1,3,0,gen_cond
3,1,2,1,0,1,4,0,gen_cond
4,1,1,2,0,2,0,0,train_cond
5,1,5,1,1,2,10,0,gen_cond
6,1,4,2,1,1,0,0,gen_cond
7,1,1,1,1,2,1,0,train_cond
8,1,2,1,0,1,2,0,gen_cond
9,1,6,2,1,1,3,0,train_cond
10,1,6,2,0,2,3,0,train_cond
11,1,6,1,1,2,9,0,train_cond
12,1,6,2,1,1,8,0,train_cond
13,1,4,1,1,2,2,0,gen_cond
14,1,5,2,1,1,9,0,gen_cond
15,1,1,1,0,1,5,0,train_cond
16,1,2,2,0,2,2,0,gen_cond
17,1,6,2,1,1,8,0,train_cond
18,1,5,2,1,1,7,0,gen_cond
19,1,3,2,1,1,5,0,gen_cond
20,1,1,1,1,2,0,0,train_cond
21,1,2,2,1,1,8,0,gen_cond
22,1,3,1,1,2,1,0,gen_cond
23,1,4,1,1,2,10,0,gen_cond
24,1,4,1,1,2,0,0,gen_cond
25,1,3,2,1,1,2,0,gen_cond
26,1,5,1,1,2,7,0,gen_cond
27,1,1,2,1,1,0,0,train_cond
28,1,4,2,1,1,5,0,gen_cond
29,1,2,2,0,2,1,0,gen_cond
30,1,5,2,0,2,0,0,gen_cond
31,1,4,2,1,1,5,0,gen_cond
32,1,5,1,1,2,1,0,gen_cond
33,1,2,2,1,1,0,0,gen_cond
34,1,5,1,1,2,9,0,gen_cond
35,1,4,1,0,1,5,0,gen_cond
36,1,5,2,1,1,7,0,gen_cond
37,1,3,1,1,2,0,0,gen_cond
38,1,1,2,1,1,2,0,train_cond
39,1,1,2,1,1,3,0,train_cond
40,1,6,1,1,2,9,0,train_cond
41,1,1,1,0,1,2,0,train_cond
42,1,2,1,1,2,0,0,gen_cond
43,2,6,2,1,1,9,0,train_cond
44,2,5,2,1,1,8,0,gen_cond
45,2,6,2,0,2,10,0,train_cond
46,2,2,1,0,1,2,0,gen_cond
47,2,4,2,1,1,10,0,gen_cond
48,2,4,1,1,2,0,0,gen_cond
49,2,3,1,0,1,5,0,gen_cond
50,2,5,2,1,1,10,0,gen_cond
51,2,5,1,1,2,9,0,gen_cond
52,2,3,1,0,1,5,0,gen_cond
53,2,6,2,1,1,10,0,train_cond
54,2,4,2,0,2,2,0,gen_cond
55,2,3,2,1,1,5,0,gen_cond
56,2,6,1,1,2,10,0,train_cond
57,2,3,2,1,1,2,0,gen_cond
58,2,1,1,1,2,1,0,train_cond
59,2,5,1,1,2,10,0,gen_cond
60,2,5,2,1,1,9,0,gen_cond
61,2,6,1,1,2,10,0,train_cond
62,2,2,2,1,1,2,0,gen_cond
63,2,4,2,1,1,6,0,gen_cond
64,2,4,1,1,2,4,0,gen_cond
65,2,2,2,1,1,2,0,gen_cond
66,2,3,1,1,2,6,0,gen_cond
67,2,5,2,1,1,6,0,gen_cond
68,2,6,1,1,2,9,0,train_cond
69,2,5,1,1,2,0,0,gen_cond
70,2,3,1,1,2,5,0,gen_cond
71,2,1,1,0,1,2,0,train_cond
72,2,3,2,0,2,0,0,gen_cond
73,2,6,1,1,2,10,0,train_cond
74,2,1,2,1,1,2,0,train_cond
75,2,2,2,0,2,0,0,gen_cond
76,2,4,2,1,1,1,0,gen_cond
77,2,1,1,0,1,1,0,train_cond
78,2,1,2,0,2,2,0,train_cond
79,2,3,2,1,1,2,0,gen_cond
80,2,1,2,0,2,3,1,train_cond
81,2,2,2,0,2,1,1,gen_cond
82,2,2,1,0,1,1,1,gen_cond
83,2,6,2,1,1,9,1,train_cond
84,2,5,1,1,2,5,1,gen_cond
85,3,5,2,1,2,8,1,gen_cond
86,3,6,1,1,1,10,1,train_cond
87,3,5,1,1,1,10,1,gen_cond
88,3,5,2,1,2,8,1,gen_cond
89,3,3,2,0,1,1,1,gen_cond
90,3,3,1,0,2,0,1,gen_cond
91,3,5,1,1,1,9,1,gen_cond
92,3,6,2,1,2,9,1,train_cond
93,3,1,2,0,1,2,1,train_cond
94,3,1,1,1,1,1,1,train_cond
95,3,5,2,1,2,2,1,gen_cond
96,3,6,1,1,1,10,1,train_cond
97,3,4,2,0,1,0,1,gen_cond
98,3,2,2,1,2,1,1,gen_cond
99,3,3,2,1,2,3,1,gen_cond
100,3,2,2,1,2,1,1,gen_cond
101,3,6,2,1,2,10,1,train_cond
102,3,4,1,1,1,2,1,gen_cond
103,3,1,2,1,2,0,1,train_cond
104,3,3,1,0,2,1,1,gen_cond
105,3,1,1,1,1,2,1,train_cond
106,3,3,2,1,2,0,1,gen_cond
107,3,4,1,1,1,5,1,gen_cond
108,3,1,1,0,2,1,1,train_cond
109,3,2,2,1,2,1,1,gen_cond
110,3,2,2,0,1,1,1,gen_cond
111,3,2,1,0,2,0,1,gen_cond
112,3,4,1,0,2,4,1,gen_cond
113,3,6,2,1,2,9,1,train_cond
114,3,1,2,1,2,3,1,train_cond
115,3,6,1,1,1,10,1,train_cond
116,3,2,1,0,2,1,1,gen_cond
117,3,5,1,1,1,2,1,gen_cond
118,3,3,1,0,2,0,1,gen_cond
119,3,4,2,1,2,7,1,gen_cond
120,3,2,1,1,1,2,1,gen_cond
121,3,2,1,1,1,3,1,gen_cond
122,3,4,2,0,1,3,1,gen_cond
123,3,6,1,1,1,8,1,train_cond
124,3,6,2,1,2,10,1,train_cond
125,4,4,2,1,2,8,1,gen_cond
126,4,4,2,1,2,7,1,gen_cond
127,4,6,2,1,2,9,1,train_cond
128,4,2,2,0,1,2,1,gen_cond
129,4,3,2,1,2,5,1,gen_cond
130,4,4,1,1,1,7,1,gen_cond
131,4,3,1,0,2,1,1,gen_cond
132,4,6,1,1,1,10,1,train_cond
133,4,3,1,0,2,2,1,gen_cond
134,4,3,2,1,2,4,1,gen_cond
135,4,3,1,0,2,4,1,gen_cond
136,4,6,2,1,2,9,1,train_cond
137,4,3,2,0,1,5,1,gen_cond
138,4,5,1,1,1,4,1,gen_cond
139,4,1,2,1,2,0,1,train_cond
140,4,4,1,0,2,1,1,gen_cond
141,4,5,1,1,1,9,1,gen_cond
142,4,1,1,1,1,0,1,train_cond
143,4,5,1,1,1,9,1,gen_cond
144,4,6,1,1,1,10,1,train_cond
145,4,1,2,1,2,1,1,train_cond
146,4,2,1,1,1,0,1,gen_cond
147,4,5,2,1,2,9,1,gen_cond
148,4,5,2,1,2,9,1,gen_cond
149,4,3,1,1,1,9,1,gen_cond
150,4,6,2,1,2,10,1,train_cond
151,4,2,1,0,2,2,1,gen_cond
152,4,1,1,1,1,0,1,train_cond
153,4,6,1,1,1,10,2,train_cond
154,4,1,1,0,2,1,1,train_cond
155,4,5,1,1,1,9,1,gen_cond
156,4,6,1,1,1,10,2,train_cond
157,4,1,2,1,2,1,1,train_cond
158,4,5,2,1,2,7,1,gen_cond
159,4,1,1,1,1,2,2,train_cond
160,4,2,2,1,2,2,1,gen_cond
161,5,5,1,1,2,8,1,gen_cond
162,5,3,2,1,1,7,1,gen_cond
163,5,5,2,1,1,7,2,gen_cond
164,5,3,1,0,1,2,2,gen_cond
165,5,3,2,0,2,0,2,gen_cond
166,5,6,2,1,1,10,2,train_cond
167,5,1,2,0,2,2,2,train_cond
168,5,3,2,1,1,8,2,gen_cond
169,5,5,1,1,2,4,2,gen_cond
170,5,6,1,1,2,10,2,train_cond
171,5,3,1,0,1,1,2,gen_cond
172,5,6,2,1,1,10,2,train_cond
173,5,5,1,1,2,5,2,gen_cond
174,5,6,2,1,1,9,2,train_cond
175,5,5,1,1,2,7,2,gen_cond
176,5,2,2,1,1,6,2,gen_cond
177,5,4,2,1,1,6,2,gen_cond
178,5,3,1,0,1,1,2,gen_cond
179,5,2,1,1,2,0,2,gen_cond
180,5,4,1,1,2,3,2,gen_cond
181,5,6,1,1,2,10,2,train_cond
182,5,6,1,1,2,9,2,train_cond
183,5,1,1,0,1,1,2,train_cond
184,5,6,2,1,1,7,2,train_cond
