trial,block,snr_level,vowel,questtype,respside,response,cv_fold,role
0,1,1,2,1,2,2,0,train_cond
1,1,7,1,1,2,4,-1,excluded
2,1,3,1,3,1,1,0,gen_cond
3,1,4,1,2,2,0,0,gen_cond
4,1,5,2,2,2,0,0,gen_cond
5,1,2,1,4,2,0,0,gen_cond
6,1,3,2,3,1,1,0,gen_cond
7,1,5,1,2,2,0,0,gen_cond
8,1,3,1,2,2,0,0,gen_cond
9,1,3,1,4,2,0,0,gen_cond
10,1,1,1,3,1,3,0,train_cond
11,1,6,2,2,2,0,0,train_cond
12,1,5,2,3,1,1,0,gen_cond
13,1,1,2,3,1,1,0,train_cond
14,1,1,1,4,2,0,0,train_cond
15,1,4,2,4,2,0,0,gen_cond
16,1,4,1,3,1,1,0,gen_cond
17,1,7,1,4,2,0,-1,excluded
18,1,2,2,3,1,1,0,gen_cond
19,1,2,1,1,2,2,0,gen_cond
20,1,5,2,1,2,2,0,gen_cond
21,1,1,2,2,2,0,0,train_cond
22,1,6,2,1,2,2,0,train_cond
23,1,1,2,4,2,0,0,train_cond
24,1,5,1,4,2,0,0,gen_cond
25,1,2,2,2,2,0,0,gen_cond
26,1,5,1,3,1,1,0,gen_cond
27,1,2,1,2,2,0,0,gen_cond
28,1,5,1,1,1,3,0,gen_cond
29,1,7,2,2,2,0,-1,excluded
30,1,1,1,1,1,3,0,train_cond
31,1,7,2,1,1,3,-1,excluded
32,1,4,1,1,2,2,0,gen_cond
33,1,6,1,1,2,2,0,train_cond
34,1,3,2,2,2,0,0,gen_cond
35,1,2,2,1,1,1,0,gen_cond
36,1,6,1,2,2,0,0,train_cond
37,1,4,2,2,2,0,0,gen_cond
38,1,5,2,4,2,0,0,gen_cond
39,1,2,1,3,1,1,0,gen_cond
40,1,2,2,4,2,0,0,gen_cond
41,1,4,2,3,1,1,0,gen_cond
42,1,6,2,3,1,1,0,train_cond
43,1,7,1,3,1,1,-1,excluded
44,1,1,1,2,2,0,0,train_cond
45,2,6,1,3,1,1,0,train_cond
46,2,5,2,1,1,1,0,gen_cond
47,2,5,1,3,1,1,0,gen_cond
48,2,1,2,1,2,4,0,train_cond
49,2,7,2,3,1,1,-1,excluded
50,2,2,1,2,2,0,0,gen_cond
51,2,4,1,1,1,1,0,gen_cond
52,2,1,1,4,2,0,0,train_cond
53,2,2,1,4,2,0,0,gen_cond
54,2,4,1,2,2,0,0,gen_cond
55,2,1,2,4,2,0,0,train_cond
56,2,2,2,2,2,0,0,gen_cond
57,2,6,2,4,2,0,0,train_cond
58,2,6,1,1,2,2,0,train_cond
59,2,5,2,3,1,1,0,gen_cond
60,2,3,1,1,1,3,0,gen_cond
61,2,4,2,1,2,2,0,gen_cond
62,2,1,2,3,1,1,0,train_cond
63,2,5,2,4,2,0,0,gen_cond
64,2,3,2,4,2,0,0,gen_cond
65,2,4,1,4,2,0,0,gen_cond
66,2,7,2,4,2,0,-1,excluded
67,2,6,2,2,2,0,0,train_cond
68,2,4,2,3,1,1,0,gen_cond
69,2,7,1,3,1,1,-1,excluded
70,2,3,2,1,1,3,0,gen_cond
71,2,1,1,1,1,3,0,train_cond
72,2,5,1,4,2,0,0,gen_cond
73,2,2,2,1,2,4,0,gen_cond
74,2,4,2,4,2,0,0,gen_cond
75,2,3,2,3,1,1,0,gen_cond
76,2,2,1,1,1,3,0,gen_cond
77,2,4,2,2,2,0,0,gen_cond
78,2,5,1,1,2,2,0,gen_cond
79,2,3,1,4,2,0,0,gen_cond
80,2,5,1,2,2,0,0,gen_cond
81,2,6,2,3,1,1,0,train_cond
82,2,2,2,4,2,0,0,gen_cond
83,2,6,1,2,2,0,0,train_cond
84,2,3,2,2,2,0,0,gen_cond
85,2,2,2,3,1,1,0,gen_cond
86,2,7,1,2,2,0,-1,excluded
87,2,3,1,3,1,1,0,gen_cond
88,2,4,1,3,1,1,0,gen_cond
89,2,5,2,2,2,0,0,gen_cond
90,2,6,2,1,1,3,0,train_cond
91,3,2,1,1,2,4,0,gen_cond
92,3,6,2,3,1,1,0,train_cond
93,3,4,1,4,2,0,0,gen_cond
94,3,3,1,3,1,1,0,gen_cond
95,3,2,1,3,1,1,1,gen_cond
96,3,4,1,2,2,0,1,gen_cond
97,3,3,2,4,2,0,1,gen_cond
98,3,3,2,3,1,3,1,gen_cond
99,3,1,1,4,2,0,0,train_cond
100,3,1,2,1,2,2,0,train_cond
101,3,6,1,4,2,0,0,train_cond
102,3,6,2,4,2,0,0,train_cond
103,3,4,2,4,2,0,1,gen_cond
104,3,1,1,2,2,0,1,train_cond
105,3,5,1,4,2,0,1,gen_cond
106,3,4,2,2,2,0,1,gen_cond
107,3,5,2,4,2,0,1,gen_cond
108,3,4,1,3,1,1,1,gen_cond
109,3,5,2,2,2,0,1,gen_cond
110,3,7,2,2,2,0,-1,excluded
111,3,3,1,1,2,2,1,gen_cond
112,3,4,2,3,1,3,1,gen_cond
113,3,5,1,2,2,0,1,gen_cond
114,3,1,2,3,1,1,1,train_cond
115,3,4,1,1,2,2,1,gen_cond
116,3,7,1,3,1,3,-1,excluded
117,3,3,2,1,2,4,1,gen_cond
118,3,1,1,1,1,3,1,train_cond
119,3,2,1,2,2,0,1,gen_cond
120,3,5,2,3,1,1,1,gen_cond
121,3,7,1,4,2,0,-1,excluded
122,3,5,2,1,1,1,1,gen_cond
123,3,3,1,2,2,0,1,gen_cond
124,3,3,1,4,2,0,1,gen_cond
125,3,3,2,2,2,0,1,gen_cond
126,3,4,2,1,2,2,1,gen_cond
127,3,6,2,2,2,0,1,train_cond
128,3,6,1,2,2,0,1,train_cond
129,3,6,1,1,2,4,1,train_cond
130,3,2,1,4,2,0,1,gen_cond
131,3,2,2,1,1,1,1,gen_cond
132,3,7,2,3,1,1,-1,excluded
133,3,6,1,3,1,1,1,train_cond
134,3,5,1,1,1,1,1,gen_cond
135,3,5,1,3,1,1,1,gen_cond
136,3,6,2,1,2,2,1,train_cond
137,4,3,2,4,2,0,1,gen_cond
138,4,3,1,3,1,1,1,gen_cond
139,4,2,2,3,1,1,1,gen_cond
140,4,4,1,1,1,1,1,gen_cond
141,4,6,2,2,2,0,1,train_cond
142,4,5,2,1,1,3,1,gen_cond
143,4,4,1,4,2,0,1,gen_cond
144,4,1,1,1,2,4,1,train_cond
145,4,6,1,3,1,1,1,train_cond
146,4,1,2,2,2,0,1,train_cond
147,4,4,1,3,1,1,1,gen_cond
148,4,2,1,2,2,0,1,gen_cond
149,4,6,2,1,1,1,1,train_cond
150,4,1,2,1,2,2,1,train_cond
151,4,7,2,3,1,1,-1,excluded
152,4,7,2,1,1,1,-1,excluded
153,4,4,1,2,2,0,1,gen_cond
154,4,1,1,4,2,0,1,train_cond
155,4,6,1,1,1,1,1,train_cond
156,4,5,1,3,1,3,1,gen_cond
157,4,6,2,4,2,0,1,train_cond
158,4,3,2,2,2,0,1,gen_cond
159,4,7,1,2,2,0,-1,excluded
160,4,2,1,4,2,0,1,gen_cond
161,4,7,1,3,1,1,-1,excluded
162,4,4,2,4,2,0,1,gen_cond
163,4,5,2,3,1,1,1,gen_cond
164,4,1,2,4,2,0,1,train_cond
165,4,3,2,1,2,4,1,gen_cond
166,4,2,1,3,1,1,1,gen_cond
167,4,2,1,1,2,4,1,gen_cond
168,4,3,1,2,2,0,1,gen_cond
169,4,6,1,4,2,0,1,train_cond
170,4,4,2,2,2,0,1,gen_cond
171,4,4,2,1,1,1,1,gen_cond
172,4,3,1,4,2,0,1,gen_cond
173,4,1,1,3,1,1,1,train_cond
174,4,5,2,2,2,0,1,gen_cond
175,4,5,1,2,2,0,1,gen_cond
176,4,5,1,4,2,0,1,gen_cond
177,4,1,2,3,1,3,1,train_cond
178,4,5,2,4,2,0,1,gen_cond
179,4,4,2,3,1,3,1,gen_cond
180,4,2,2,1,1,3,1,gen_cond
181,4,7,1,4,2,0,-1,excluded
182,4,2,2,2,2,0,1,gen_cond
183,4,6,1,2,2,0,1,train_cond
184,4,3,2,3,1,1,1,gen_cond
185,5,1,1,1,2,4,1,train_cond
