trial,block,snr_level,vowel,questtype,respside,response,cv_fold,role
0,1,4,2,4,2,0,0,gen_cond
1,1,6,1,1,2,2,0,gen_cond
2,1,3,2,2,2,0,0,gen_cond
3,1,2,2,2,2,0,0,gen_cond
4,1,4,1,2,2,0,0,gen_cond
5,1,4,2,3,2,2,0,gen_cond
6,1,5,1,2,2,0,0,gen_cond
7,1,6,1,4,2,0,0,gen_cond
8,1,5,1,3,2,2,0,gen_cond
9,1,7,1,2,2,0,0,train_cond
10,1,5,2,4,2,0,0,gen_cond
11,1,7,1,1,2,2,0,train_cond
12,1,5,2,3,2,2,0,gen_cond
13,1,4,2,1,1,3,0,gen_cond
14,1,7,1,4,2,0,0,train_cond
15,1,5,1,1,1,1,0,gen_cond
16,1,6,1,3,2,2,0,gen_cond
17,1,1,1,4,2,0,0,train_cond
18,1,2,1,4,2,0,0,gen_cond
19,1,4,1,4,2,0,0,gen_cond
20,1,3,2,3,2,2,0,gen_cond
21,1,3,1,3,2,2,0,gen_cond
22,1,2,1,2,2,0,0,gen_cond
23,1,1,1,1,2,2,0,train_cond
24,1,7,2,4,2,0,0,train_cond
25,1,6,2,1,2,4,0,gen_cond
26,1,1,2,2,2,0,0,train_cond
27,1,1,1,3,1,3,0,train_cond
28,1,4,2,2,2,0,0,gen_cond
29,1,1,2,4,2,0,0,train_cond
30,1,4,1,1,2,4,0,gen_cond
31,1,2,1,1,2,4,0,gen_cond
32,1,2,2,1,2,2,0,gen_cond
33,1,3,1,4,2,0,0,gen_cond
34,1,2,1,3,2,2,0,gen_cond
35,1,2,2,4,2,0,0,gen_cond
36,1,7,2,2,2,0,0,train_cond
37,1,3,1,2,2,0,0,gen_cond
38,1,1,1,2,2,0,0,train_cond
39,1,6,2,2,2,0,0,gen_cond
40,1,2,2,3,2,2,0,gen_cond
41,1,7,1,3,2,2,0,train_cond
42,1,3,2,1,2,4,0,gen_cond
43,1,6,1,2,2,0,0,gen_cond
44,1,5,2,2,2,0,0,gen_cond
45,1,4,1,3,2,2,0,gen_cond
46,1,6,2,3,2,2,0,gen_cond
47,1,3,1,1,2,4,0,gen_cond
48,1,5,2,1,2,4,0,gen_cond
49,1,1,2,1,1,3,0,train_cond
50,1,1,2,3,2,2,0,train_cond
51,1,7,2,1,1,1,0,train_cond
