trial,block,snr_level,vowel,eval,respside,audibility,cv_fold,role
0,1,6,1,1,2,10,0,train_cond
1,1,2,1,1,2,5,0,gen_cond
2,1,4,2,1,1,7,0,gen_cond
3,1,3,2,1,1,3,0,gen_cond
4,1,2,1,1,2,1,0,gen_cond
5,1,1,2,0,2,3,0,train_cond
6,1,3,1,0,1,1,0,gen_cond
7,1,5,1,1,2,9,0,gen_cond
8,1,4,2,1,1,1,0,gen_cond
9,1,1,1,0,1,1,0,train_cond
10,1,2,1,0,1,2,0,gen_cond
11,1,6,2,1,1,9,0,train_cond
12,1,6,2,1,1,2,0,train_cond
13,1,6,1,1,2,10,0,train_cond
14,1,6,2,1,1,8,0,train_cond
15,1,4,1,0,1,1,0,gen_cond
16,1,5,2,1,1,9,0,gen_cond
17,1,2,2,0,2,4,0,gen_cond
18,1,6,2,1,1,9,0,train_cond
19,1,5,2,1,1,9,0,gen_cond
20,1,3,2,1,1,1,0,gen_cond
21,1,1,1,0,1,1,0,train_cond
22,1,2,2,1,1,1,0,gen_cond
23,1,3,1,1,2,5,0,gen_cond
24,1,4,1,0,1,2,0,gen_cond
25,1,3,1,0,1,1,0,gen_cond
26,1,4,1,1,2,2,0,gen_cond
27,1,3,2,1,1,5,0,gen_cond
28,1,5,1,1,2,8,0,gen_cond
29,1,6,1,1,2,8,0,train_cond
30,1,1,2,1,1,1,0,train_cond
31,1,4,2,1,1,7,0,gen_cond
32,1,2,2,0,2,0,0,gen_cond
33,1,3,2,0,2,0,0,gen_cond
34,1,5,2,1,1,7,0,gen_cond
35,1,4,2,1,1,1,0,gen_cond
36,1,5,1,0,1,1,0,gen_cond
37,1,2,2,1,1,0,0,gen_cond
38,1,4,1,1,2,10,0,gen_cond
39,1,5,2,1,1,9,0,gen_cond
40,1,3,1,0,1,2,0,gen_cond
41,1,1,2,1,1,5,0,train_cond
42,1,1,2,0,2,2,0,train_cond
43,1,6,1,1,2,9,0,train_cond
44,1,1,1,0,1,2,0,train_cond
45,1,2,1,0,1,3,0,gen_cond
46,2,5,2,1,1,2,0,gen_cond
47,2,6,2,1,1,8,0,train_cond
48,2,2,1,0,1,5,0,gen_cond
49,2,4,2,1,1,0,0,gen_cond
50,2,4,1,0,1,1,0,gen_cond
51,2,3,1,0,1,1,0,gen_cond
52,2,5,2,1,1,5,0,gen_cond
53,2,5,1,1,2,7,0,gen_cond
54,2,3,1,1,2,2,0,gen_cond
55,2,6,2,1,1,8,0,train_cond
56,2,4,2,1,1,3,0,gen_cond
57,2,3,2,0,2,2,0,gen_cond
58,2,1,2,1,1,1,0,train_cond
59,2,1,1,0,1,1,0,train_cond
60,2,6,1,1,2,9,0,train_cond
61,2,3,2,1,1,1,0,gen_cond
62,2,1,1,0,1,0,0,train_cond
63,2,5,1,1,2,10,0,gen_cond
64,2,5,2,1,1,8,0,gen_cond
65,2,6,1,1,2,8,0,train_cond
66,2,2,2,1,1,1,0,gen_cond
67,2,4,2,1,1,1,0,gen_cond
68,2,2,2,1,1,0,0,gen_cond
69,2,3,1,0,1,4,0,gen_cond
70,2,5,2,1,1,7,0,gen_cond
71,2,6,1,1,2,8,0,train_cond
72,2,5,1,1,2,8,0,gen_cond
73,2,3,1,1,2,4,0,gen_cond
74,2,1,1,0,1,1,0,train_cond
75,2,3,2,1,1,1,0,gen_cond
76,2,6,1,1,2,8,0,train_cond
77,2,4,1,0,1,1,0,gen_cond
78,2,1,2,0,2,1,0,train_cond
79,2,2,2,1,1,1,0,gen_cond
80,2,4,2,1,1,1,0,gen_cond
81,2,2,1,0,1,1,0,gen_cond
82,2,1,1,0,1,0,0,train_cond
83,2,1,2,1,1,1,0,train_cond
84,2,3,2,1,1,3,0,gen_cond
85,2,4,1,0,1,0,0,gen_cond
86,2,1,2,0,2,1,0,train_cond
87,2,2,1,0,1,0,0,gen_cond
88,2,2,2,1,1,0,0,gen_cond
89,2,2,1,1,2,5,0,gen_cond
90,2,6,2,1,1,7,0,train_cond
91,2,5,1,1,2,9,0,gen_cond
92,3,5,2,1,2,5,0,gen_cond
93,3,6,1,1,1,10,1,train_cond
94,3,1,2,1,2,4,0,train_cond
95,3,5,1,1,1,8,1,gen_cond
96,3,5,2,1,2,8,1,gen_cond
97,3,3,2,0,1,5,1,gen_cond
98,3,3,1,1,1,8,1,gen_cond
99,3,5,1,1,1,9,1,gen_cond
100,3,6,2,1,2,9,1,train_cond
101,3,1,2,0,1,2,1,train_cond
102,3,4,2,1,2,8,1,gen_cond
103,3,1,1,0,2,7,1,train_cond
104,3,4,1,1,1,8,1,gen_cond
105,3,5,1,1,1,10,1,gen_cond
106,3,5,2,1,2,8,1,gen_cond
107,3,6,1,1,1,9,1,train_cond
108,3,3,2,1,2,3,1,gen_cond
109,3,4,2,1,2,3,1,gen_cond
110,3,2,2,0,1,3,1,gen_cond
111,3,3,2,1,2,1,1,gen_cond
112,3,2,2,0,1,1,1,gen_cond
113,3,6,2,1,2,1,1,train_cond
114,3,4,1,1,1,0,1,gen_cond
115,3,1,2,0,1,0,1,train_cond
116,3,3,1,0,2,0,1,gen_cond
117,3,1,1,1,1,0,1,train_cond
118,3,3,2,1,2,1,1,gen_cond
119,3,4,1,1,1,1,1,gen_cond
120,3,1,1,1,1,0,1,train_cond
121,3,2,2,1,2,2,1,gen_cond
122,3,2,2,0,1,1,1,gen_cond
123,3,2,1,1,1,1,1,gen_cond
124,3,4,1,1,1,5,1,gen_cond
125,3,6,2,1,2,8,1,train_cond
126,3,1,2,1,2,1,1,train_cond
127,3,6,1,1,1,10,1,train_cond
128,3,5,1,1,1,10,1,gen_cond
129,3,3,1,0,2,1,1,gen_cond
130,3,4,2,1,2,5,1,gen_cond
131,3,2,1,1,1,2,1,gen_cond
132,3,2,1,0,2,1,1,gen_cond
