trial,block,snr_level,vowel,eval,respside,audibility,cv_fold,role
0,1,6,1,1,2,3,0,train_cond
1,1,2,1,0,1,0,0,gen_cond
2,1,4,2,1,1,4,0,gen_cond
3,1,3,2,0,2,0,0,gen_cond
4,1,2,1,0,1,0,0,gen_cond
5,1,1,2,1,1,3,0,train_cond
6,1,3,1,1,2,0,0,gen_cond
7,1,4,2,1,1,3,0,gen_cond
8,1,1,1,1,2,0,0,train_cond
9,1,2,1,1,2,2,0,gen_cond
10,1,6,2,1,1,10,0,train_cond
11,1,6,2,1,1,10,0,train_cond
12,1,6,1,1,2,10,0,train_cond
13,1,6,2,1,1,9,0,train_cond
14,1,4,1,1,2,3,0,gen_cond
15,1,5,2,1,1,8,0,gen_cond
16,1,1,1,0,1,0,0,train_cond
17,1,2,2,1,1,0,0,gen_cond
18,1,6,2,1,1,5,0,train_cond
19,1,5,2,1,1,2,0,gen_cond
20,1,3,2,1,1,0,0,gen_cond
21,1,1,1,1,2,0,0,train_cond
22,1,2,2,1,1,0,0,gen_cond
23,1,3,1,0,1,1,0,gen_cond
24,1,4,1,0,1,0,0,gen_cond
25,1,3,1,1,2,1,0,gen_cond
26,1,4,1,0,1,0,0,gen_cond
27,1,3,2,0,2,0,0,gen_cond
28,1,5,1,1,2,5,0,gen_cond
29,1,6,1,1,2,8,0,train_cond
30,1,4,2,1,1,4,0,gen_cond
31,1,2,2,1,1,1,0,gen_cond
32,1,3,2,0,2,0,0,gen_cond
33,1,5,2,0,2,4,0,gen_cond
34,1,4,2,1,1,8,0,gen_cond
35,1,5,1,1,2,6,0,gen_cond
36,1,2,2,1,1,0,0,gen_cond
37,1,5,1,1,2,10,0,gen_cond
38,1,4,1,1,2,2,0,gen_cond
39,1,5,2,1,1,7,0,gen_cond
40,1,3,1,1,2,7,0,gen_cond
41,1,6,1,1,2,10,0,train_cond
42,1,1,1,1,2,0,0,train_cond
43,1,2,1,0,1,0,0,gen_cond
44,2,6,2,1,1,8,0,train_cond
45,2,5,2,1,1,8,0,gen_cond
46,2,6,2,1,1,8,0,train_cond
47,2,2,1,1,2,3,0,gen_cond
48,2,4,2,1,1,6,0,gen_cond
49,2,3,1,0,1,0,0,gen_cond
50,2,5,2,1,1,3,0,gen_cond
51,2,5,1,1,2,6,0,gen_cond
52,2,3,1,1,2,0,0,gen_cond
53,2,6,2,1,1,10,0,train_cond
54,2,4,2,1,1,3,0,gen_cond
