trial,block,snr_level,vowel,questtype,respside,response,cv_fold,role
0,1,4,2,4,2,0,0,gen_cond
1,1,6,1,1,1,3,0,train_cond
2,1,3,2,2,2,0,0,gen_cond
3,1,2,2,2,2,0,0,gen_cond
4,1,7,2,3,2,2,-1,excluded
5,1,4,1,2,2,0,0,gen_cond
6,1,4,2,3,2,2,0,gen_cond
7,1,5,1,2,2,0,0,gen_cond
8,1,6,1,4,2,0,0,train_cond
9,1,5,1,3,1,1,0,gen_cond
10,1,7,1,2,2,0,-1,excluded
11,1,5,2,4,2,0,0,gen_cond
12,1,7,1,1,2,2,-1,excluded
13,1,5,2,3,2,2,0,gen_cond
14,1,4,2,1,2,2,0,gen_cond
15,1,7,1,4,2,0,-1,excluded
16,1,5,1,1,1,1,0,gen_cond
17,1,3,2,4,2,0,0,gen_cond
18,1,6,2,4,2,0,0,train_cond
19,1,6,1,3,1,1,0,train_cond
20,1,1,1,4,2,0,0,train_cond
21,1,2,1,4,2,0,0,gen_cond
22,1,4,1,4,2,0,0,gen_cond
23,1,3,2,3,1,1,0,gen_cond
24,1,3,1,3,2,2,0,gen_cond
25,1,2,1,2,2,0,0,gen_cond
26,1,1,1,1,1,3,0,train_cond
27,1,7,2,4,2,0,-1,excluded
28,1,6,2,1,1,3,0,train_cond
29,1,1,2,2,2,0,0,train_cond
30,1,1,1,3,2,2,0,train_cond
31,1,4,2,2,2,0,0,gen_cond
32,1,1,2,4,2,0,0,train_cond
33,1,4,1,1,1,1,0,gen_cond
34,1,2,1,1,1,3,0,gen_cond
35,1,2,2,1,1,3,0,gen_cond
36,1,3,1,4,2,0,0,gen_cond
37,1,2,1,3,2,2,0,gen_cond
38,1,2,2,4,2,0,0,gen_cond
39,1,7,2,2,2,0,-1,excluded
40,1,3,1,2,2,0,0,gen_cond
41,1,1,1,2,2,0,0,train_cond
42,1,6,2,2,2,0,0,train_cond
43,1,2,2,3,1,1,0,gen_cond
44,1,7,1,3,1,1,-1,excluded
45,1,3,2,1,1,1,0,gen_cond
46,1,6,1,2,2,0,0,train_cond
47,1,5,2,2,2,0,0,gen_cond
48,1,4,1,3,1,1,0,gen_cond
49,1,6,2,3,1,1,0,train_cond
50,1,3,1,1,2,4,0,gen_cond
51,1,5,2,1,2,4,0,gen_cond
52,1,1,2,1,1,3,0,train_cond
53,1,1,2,3,1,3,0,train_cond
54,1,7,2,1,1,3,-1,excluded
55,1,5,1,4,2,0,0,gen_cond
56,2,4,1,4,2,0,0,gen_cond
57,2,6,1,1,1,1,0,train_cond
58,2,6,2,1,1,3,0,train_cond
59,2,5,1,2,2,0,0,gen_cond
60,2,4,1,3,1,1,0,gen_cond
61,2,4,2,2,2,0,0,gen_cond
62,2,6,1,4,2,0,0,train_cond
63,2,6,2,3,2,2,0,train_cond
64,2,4,2,4,2,0,0,gen_cond
65,2,3,2,3,2,2,0,gen_cond
66,2,1,1,4,2,0,0,train_cond
67,2,1,2,2,2,0,0,train_cond
68,2,1,2,3,2,2,0,train_cond
69,2,2,1,4,2,0,0,gen_cond
70,2,5,1,4,2,0,0,gen_cond
71,2,7,1,4,2,0,-1,excluded
72,2,7,1,3,2,2,-1,excluded
73,2,1,1,2,2,0,0,train_cond
74,2,1,2,1,2,4,0,train_cond
75,2,1,1,3,2,2,0,train_cond
76,2,3,1,3,2,2,0,gen_cond
77,2,4,2,1,2,4,0,gen_cond
78,2,6,2,2,2,0,0,train_cond
79,2,7,1,2,2,0,-1,excluded
80,2,3,2,1,1,3,0,gen_cond
81,2,2,2,1,1,3,0,gen_cond
82,2,4,2,3,2,2,0,gen_cond
83,2,2,2,2,2,0,0,gen_cond
84,2,2,1,1,1,1,0,gen_cond
85,2,1,1,1,1,3,0,train_cond
86,2,2,1,3,2,2,0,gen_cond
87,2,2,2,4,2,0,0,gen_cond
88,2,7,2,3,2,2,-1,excluded
89,2,5,2,2,2,0,0,gen_cond
90,2,3,1,4,2,0,0,gen_cond
91,2,4,1,1,2,2,0,gen_cond
92,2,1,2,4,2,0,0,train_cond
93,2,2,2,3,2,2,0,gen_cond
94,2,6,1,3,1,1,0,train_cond
95,2,2,1,2,2,0,0,gen_cond
96,2,6,2,4,2,0,0,train_cond
97,2,7,2,2,2,0,-1,excluded
98,2,7,2,4,2,0,-1,excluded
99,2,3,2,2,2,0,0,gen_cond
100,2,4,1,2,2,0,0,gen_cond
101,2,5,1,1,1,1,0,gen_cond
102,3,1,1,3,2,2,1,train_cond
103,3,2,1,2,2,0,0,gen_cond
104,3,4,2,2,2,0,0,gen_cond
105,3,5,1,4,2,0,0,gen_cond
106,3,7,2,2,2,0,-1,excluded
107,3,5,2,3,2,2,0,gen_cond
108,3,3,2,3,2,2,0,gen_cond
109,3,6,2,2,2,0,0,train_cond
110,3,7,1,2,2,0,-1,excluded
111,3,5,1,3,2,2,1,gen_cond
112,3,6,1,3,1,3,1,train_cond
113,3,7,2,4,2,0,-1,excluded
114,3,6,2,3,1,1,1,train_cond
115,3,5,2,1,1,1,1,gen_cond
116,3,7,1,3,2,2,-1,excluded
117,3,4,2,4,2,0,1,gen_cond
118,3,1,2,4,2,0,1,train_cond
119,3,2,1,4,2,0,1,gen_cond
120,3,6,1,1,2,4,1,train_cond
121,3,1,2,2,2,0,1,train_cond
122,3,7,1,4,2,0,-1,excluded
123,3,5,1,2,2,0,1,gen_cond
124,3,1,1,4,2,0,1,train_cond
125,3,7,2,3,2,2,-1,excluded
126,3,1,1,2,2,0,1,train_cond
127,3,1,2,3,2,2,1,train_cond
128,3,3,1,2,2,0,1,gen_cond
129,3,2,1,1,1,3,1,gen_cond
130,3,3,2,1,2,4,1,gen_cond
131,3,3,2,2,2,0,1,gen_cond
132,3,7,1,1,2,2,-1,excluded
133,3,3,1,3,2,4,1,gen_cond
134,3,3,2,4,2,0,1,gen_cond
135,3,6,2,4,2,0,1,train_cond
136,3,1,1,1,1,3,1,train_cond
137,3,4,1,2,2,0,1,gen_cond
138,3,4,1,3,1,1,1,gen_cond
139,3,4,1,1,1,1,1,gen_cond
140,3,2,1,3,1,3,1,gen_cond
141,3,2,2,2,2,0,1,gen_cond
142,3,2,2,1,1,1,1,gen_cond
143,3,6,1,2,2,0,1,train_cond
