trial,block,snr_level,vowel,eval,respside,audibility,cv_fold,role
0,1,6,1,1,2,9,0,train_cond
1,1,2,1,0,1,4,0,gen_cond
2,1,4,2,0,2,6,0,gen_cond
3,1,3,2,1,1,4,0,gen_cond
4,1,1,2,1,1,4,0,train_cond
5,1,3,1,1,2,6,0,gen_cond
6,1,5,1,1,2,9,0,gen_cond
7,1,4,2,1,1,9,0,gen_cond
8,1,2,1,1,2,1,0,gen_cond
9,1,6,2,1,1,9,0,train_cond
10,1,6,1,1,2,9,0,train_cond
11,1,4,1,1,2,8,0,gen_cond
12,1,5,2,1,1,8,0,gen_cond
13,1,1,1,1,2,1,0,train_cond
14,1,2,2,1,1,1,0,gen_cond
15,1,6,2,1,1,7,0,train_cond
16,1,5,2,1,1,4,0,gen_cond
17,1,1,1,0,1,1,0,train_cond
18,1,2,2,1,1,1,0,gen_cond
19,1,3,1,1,2,1,0,gen_cond
20,1,4,1,1,2,1,0,gen_cond
21,1,3,1,0,1,1,0,gen_cond
22,1,4,1,1,2,2,0,gen_cond
23,1,3,2,1,1,1,0,gen_cond
24,1,5,1,1,2,2,0,gen_cond
25,1,6,1,1,2,9,0,train_cond
26,1,1,2,1,1,1,0,train_cond
27,1,4,2,1,1,1,0,gen_cond
28,1,2,2,0,2,1,0,gen_cond
29,1,3,2,1,1,1,0,gen_cond
30,1,5,2,1,1,8,0,gen_cond
31,1,4,2,1,1,4,0,gen_cond
32,1,5,1,1,2,8,0,gen_cond
33,1,2,2,1,1,1,0,gen_cond
34,1,5,1,1,2,9,0,gen_cond
35,1,4,1,0,1,1,0,gen_cond
36,1,5,2,1,1,9,0,gen_cond
37,1,3,1,1,2,1,0,gen_cond
38,1,1,2,1,1,1,0,train_cond
39,1,1,2,0,2,1,0,train_cond
40,1,1,1,1,2,1,0,train_cond
41,2,5,2,1,1,1,0,gen_cond
42,2,6,2,1,1,5,0,train_cond
43,2,2,1,1,2,0,0,gen_cond
44,2,4,2,1,1,3,0,gen_cond
45,2,4,1,1,2,8,0,gen_cond
46,2,3,1,0,1,1,0,gen_cond
47,2,5,2,1,1,7,0,gen_cond
48,2,5,1,1,2,1,0,gen_cond
49,2,3,1,1,2,0,0,gen_cond
50,2,6,2,1,1,8,0,train_cond
51,2,4,2,1,1,1,0,gen_cond
52,2,3,2,0,2,1,0,gen_cond
53,2,1,2,1,1,1,0,train_cond
54,2,1,1,1,2,1,0,train_cond
55,2,6,1,1,2,10,0,train_cond
56,2,3,2,1,1,1,0,gen_cond
57,2,1,1,0,1,1,0,train_cond
58,2,5,1,1,2,2,0,gen_cond
59,2,5,2,1,1,1,0,gen_cond
60,2,6,1,1,2,10,0,train_cond
61,2,2,2,1,1,8,0,gen_cond
62,2,4,2,1,1,0,0,gen_cond
63,2,4,1,1,2,7,0,gen_cond
64,2,2,2,1,1,1,0,gen_cond
65,2,3,1,0,1,1,0,gen_cond
66,2,6,1,1,2,8,0,train_cond
67,2,5,1,1,2,8,0,gen_cond
68,2,3,1,0,1,0,0,gen_cond
69,2,1,1,1,2,0,0,train_cond
70,2,3,2,0,2,1,0,gen_cond
71,2,6,1,1,2,5,0,train_cond
72,2,4,1,0,1,1,0,gen_cond
73,2,1,2,1,1,1,0,train_cond
74,2,4,2,1,1,1,0,gen_cond
75,2,2,1,1,2,1,0,gen_cond
76,2,1,2,1,1,0,0,train_cond
77,2,3,2,0,2,0,0,gen_cond
78,2,4,1,1,2,7,0,gen_cond
79,2,1,2,1,1,1,0,train_cond
80,2,2,1,1,2,0,0,gen_cond
81,2,2,2,1,1,1,0,gen_cond
82,2,2,1,0,1,0,0,gen_cond
83,2,6,2,1,1,10,0,train_cond
84,2,5,1,1,2,5,0,gen_cond
85,3,5,2,1,2,1,0,gen_cond
86,3,6,1,1,1,9,0,train_cond
87,3,1,2,0,1,1,0,train_cond
88,3,5,1,1,1,9,1,gen_cond
89,3,5,2,1,2,8,1,gen_cond
90,3,3,2,0,1,0,1,gen_cond
91,3,3,1,1,1,1,1,gen_cond
92,3,5,1,1,1,1,1,gen_cond
93,3,6,2,1,2,10,0,train_cond
