trial,block,snr_level,vowel,questtype,respside,response,cv_fold,role
0,1,5,2,3,2,2,0,gen_cond
1,1,2,2,4,2,0,0,gen_cond
2,1,2,2,1,1,1,0,gen_cond
3,1,1,2,1,1,3,0,train_cond
4,1,6,2,1,1,1,0,train_cond
5,1,1,2,3,2,2,0,train_cond
6,1,2,1,3,2,2,0,gen_cond
7,1,7,2,2,2,0,-1,excluded
8,1,3,1,4,2,0,0,gen_cond
9,1,3,1,2,2,0,0,gen_cond
10,1,2,1,4,2,0,0,gen_cond
11,1,1,1,2,2,0,0,train_cond
12,1,7,2,1,1,1,-1,excluded
13,1,7,2,3,1,1,-1,excluded
14,1,4,2,2,2,0,0,gen_cond
15,1,2,2,3,2,2,0,gen_cond
16,1,7,1,1,2,2,-1,excluded
17,1,6,1,1,1,1,0,train_cond
18,1,7,1,2,2,0,-1,excluded
19,1,7,1,3,1,1,-1,excluded
20,1,1,2,4,2,0,0,train_cond
21,1,4,1,1,2,2,0,gen_cond
22,1,2,1,2,2,0,0,gen_cond
23,1,3,1,1,1,3,0,gen_cond
24,1,5,1,3,2,2,0,gen_cond
25,1,3,2,3,2,2,0,gen_cond
26,1,1,1,1,2,4,0,train_cond
27,1,4,1,3,2,2,0,gen_cond
28,1,4,2,4,2,0,0,gen_cond
29,1,6,2,3,1,1,0,train_cond
30,1,5,1,2,2,0,0,gen_cond
31,1,4,2,1,1,1,0,gen_cond
32,1,1,2,2,2,0,0,train_cond
33,1,5,2,1,1,3,0,gen_cond
34,1,2,1,1,2,2,0,gen_cond
35,1,6,2,4,2,0,0,train_cond
36,1,3,2,1,2,4,0,gen_cond
37,1,5,2,2,2,0,0,gen_cond
38,1,7,2,4,2,0,-1,excluded
39,1,1,1,3,2,2,0,train_cond
40,1,6,1,4,2,0,0,train_cond
41,1,6,1,3,2,2,0,train_cond
42,1,5,2,4,2,0,0,gen_cond
43,1,3,1,3,2,2,0,gen_cond
44,1,3,2,2,2,0,0,gen_cond
45,1,7,1,4,2,0,-1,excluded
46,1,4,1,2,2,0,0,gen_cond
47,1,6,2,2,2,0,0,train_cond
48,1,4,2,3,2,2,0,gen_cond
49,1,6,1,2,2,0,0,train_cond
50,2,5,1,4,2,0,0,gen_cond
51,2,7,2,2,2,0,-1,excluded
52,2,2,1,1,1,1,0,gen_cond
53,2,5,1,3,1,1,0,gen_cond
54,2,1,1,3,2,2,0,train_cond
55,2,4,1,2,2,0,0,gen_cond
56,2,4,2,1,2,2,0,gen_cond
57,2,1,1,1,2,2,0,train_cond
58,2,3,1,1,1,1,0,gen_cond
59,2,4,2,3,2,2,0,gen_cond
60,2,3,2,1,1,1,0,gen_cond
61,2,2,1,4,2,0,0,gen_cond
62,2,3,1,2,2,0,0,gen_cond
63,2,4,1,4,2,0,0,gen_cond
64,2,6,2,4,2,0,0,train_cond
65,2,4,1,1,1,1,0,gen_cond
66,2,6,1,2,2,0,0,train_cond
67,2,5,2,3,1,1,0,gen_cond
68,2,6,1,1,2,2,0,train_cond
69,2,1,1,4,2,0,0,train_cond
70,2,1,1,2,2,0,0,train_cond
71,2,6,1,4,2,0,0,train_cond
72,2,2,2,3,2,2,0,gen_cond
73,2,2,1,3,2,2,0,gen_cond
74,2,7,2,4,2,0,-1,excluded
75,2,7,2,3,1,1,-1,excluded
76,2,6,1,3,1,1,0,train_cond
77,2,4,2,2,2,0,0,gen_cond
78,2,5,1,1,2,4,0,gen_cond
79,2,4,2,4,2,0,0,gen_cond
80,2,6,2,3,1,1,0,train_cond
81,2,6,2,1,1,3,1,train_cond
82,2,7,1,1,1,3,-1,excluded
83,2,5,1,2,2,0,0,gen_cond
84,2,2,2,1,1,1,0,gen_cond
85,2,2,2,4,2,0,0,gen_cond
86,2,5,2,2,2,0,0,gen_cond
87,2,7,2,1,2,2,-1,excluded
88,2,6,2,2,2,0,1,train_cond
89,2,3,2,3,2,2,0,gen_cond
90,2,2,2,2,2,0,0,gen_cond
91,2,3,2,2,2,0,0,gen_cond
92,2,1,2,2,2,0,0,train_cond
93,2,1,2,3,2,2,0,train_cond
94,2,5,2,4,2,0,0,gen_cond
95,2,7,1,2,2,0,-1,excluded
96,2,2,1,2,2,0,0,gen_cond
97,2,7,1,4,2,0,-1,excluded
98,2,5,2,1,2,4,0,gen_cond
99,2,3,1,3,2,2,0,gen_cond
100,2,3,1,4,2,0,0,gen_cond
101,2,7,1,3,1,1,-1,excluded
102,2,4,1,3,1,1,0,gen_cond
103,2,1,2,1,2,2,0,train_cond
104,2,1,2,4,2,0,1,train_cond
105,3,5,1,2,2,0,1,gen_cond
106,3,1,2,4,2,0,1,train_cond
107,3,1,2,1,2,2,1,train_cond
108,3,7,2,4,2,0,-1,excluded
109,3,2,2,1,2,4,1,gen_cond
110,3,6,1,4,2,0,1,train_cond
111,3,6,1,3,2,2,1,train_cond
112,3,7,2,1,1,1,-1,excluded
113,3,4,1,4,2,0,1,gen_cond
114,3,3,1,3,2,2,1,gen_cond
115,3,2,1,4,2,0,1,gen_cond
116,3,7,2,2,2,0,-1,excluded
117,3,1,1,4,2,0,1,train_cond
118,3,4,2,2,2,0,1,gen_cond
119,3,4,2,3,2,2,1,gen_cond
120,3,6,2,2,2,0,1,train_cond
121,3,4,1,1,2,2,1,gen_cond
122,3,1,1,1,2,2,1,train_cond
123,3,4,2,1,1,1,1,gen_cond
124,3,4,1,2,2,0,1,gen_cond
125,3,3,2,3,2,2,1,gen_cond
126,3,5,2,2,2,0,1,gen_cond
127,3,5,2,4,2,0,1,gen_cond
128,3,7,1,2,2,0,-1,excluded
129,3,7,2,3,2,2,-1,excluded
130,3,3,2,1,1,3,1,gen_cond
131,3,2,1,1,1,1,1,gen_cond
132,3,2,2,2,2,0,1,gen_cond
133,3,1,2,2,2,0,1,train_cond
134,3,5,2,3,2,2,1,gen_cond
135,3,1,2,3,2,2,1,train_cond
136,3,3,2,2,2,0,1,gen_cond
137,3,4,2,4,2,0,1,gen_cond
138,3,1,1,2,2,0,1,train_cond
139,3,6,2,4,2,0,1,train_cond
140,3,6,2,3,2,2,1,train_cond
141,3,5,2,1,1,3,1,gen_cond
142,3,2,2,3,2,2,1,gen_cond
143,3,5,1,4,2,0,1,gen_cond
144,3,4,1,3,1,3,1,gen_cond
145,3,7,1,1,1,1,-1,excluded
146,3,6,2,1,2,2,1,train_cond
147,3,5,1,3,2,2,1,gen_cond
148,3,3,2,4,2,0,1,gen_cond
149,4,7,1,3,2,2,-1,excluded
150,4,3,1,4,2,0,1,gen_cond
151,4,7,1,4,2,0,-1,excluded
152,4,7,1,2,2,0,-1,excluded
153,4,3,1,3,2,2,1,gen_cond
154,4,4,1,2,2,0,1,gen_cond
155,4,6,1,3,2,2,1,train_cond
156,4,5,2,2,2,0,1,gen_cond
157,4,2,2,1,2,2,1,gen_cond
158,4,4,2,2,2,0,1,gen_cond
159,4,7,2,3,2,2,-1,excluded
160,4,1,2,4,2,0,1,train_cond
161,4,1,2,1,2,2,1,train_cond
162,4,2,2,4,2,0,1,gen_cond
163,4,4,2,1,1,3,1,gen_cond
164,4,7,2,4,2,0,-1,excluded
165,4,5,1,1,2,2,1,gen_cond
166,4,6,1,1,1,1,1,train_cond
167,4,1,1,1,2,2,1,train_cond
168,4,5,1,3,2,2,1,gen_cond
169,4,3,2,3,2,2,1,gen_cond
170,4,6,2,4,2,0,1,train_cond
171,4,1,1,2,2,0,1,train_cond
172,4,4,1,3,2,2,1,gen_cond
173,4,2,2,3,2,2,1,gen_cond
174,4,6,2,1,2,4,1,train_cond
175,4,2,1,3,2,2,1,gen_cond
176,4,2,1,2,2,0,1,gen_cond
177,4,2,1,4,2,0,1,gen_cond
178,4,1,2,2,2,0,1,train_cond
179,4,4,1,4,2,0,1,gen_cond
180,4,4,2,4,2,0,1,gen_cond
181,4,5,1,4,2,0,1,gen_cond
182,4,7,1,1,1,1,-1,excluded
183,4,6,2,2,2,0,1,train_cond
184,4,5,2,4,2,0,1,gen_cond
185,4,5,1,2,2,0,1,gen_cond
186,4,2,1,1,2,2,1,gen_cond
187,4,3,2,1,2,2,1,gen_cond
188,4,6,1,4,2,0,1,train_cond
189,4,3,1,1,2,2,1,gen_cond
190,4,4,1,1,1,1,1,gen_cond
191,4,7,2,2,2,0,-1,excluded
192,4,5,2,1,1,3,1,gen_cond
193,4,3,1,2,2,0,1,gen_cond
194,4,1,1,3,2,2,1,train_cond
195,4,3,2,4,2,0,1,gen_cond
196,4,2,2,2,2,0,1,gen_cond
197,4,7,2,1,1,3,-1,excluded
198,4,6,1,2,2,0,2,train_cond
199,5,1,2,3,2,2,2,train_cond
200,5,7,2,4,2,0,-1,excluded
201,5,5,2,4,2,0,1,gen_cond
202,5,5,2,2,2,0,1,gen_cond
203,5,6,1,4,2,0,2,train_cond
204,5,5,1,2,2,0,1,gen_cond
205,5,1,2,1,2,2,2,train_cond
206,5,4,1,3,2,2,1,gen_cond
207,5,2,2,1,2,2,2,gen_cond
208,5,4,1,1,2,2,2,gen_cond
209,5,2,1,2,2,0,2,gen_cond
210,5,6,2,3,2,2,2,train_cond
211,5,7,1,2,2,0,-1,excluded
212,5,2,2,2,2,0,2,gen_cond
213,5,6,1,3,2,2,2,train_cond
214,5,6,1,1,2,2,2,train_cond
215,5,6,1,2,2,0,2,train_cond
216,5,5,2,1,1,3,2,gen_cond
217,5,5,1,1,2,4,2,gen_cond
218,5,7,2,3,2,2,-1,excluded
219,5,4,2,2,2,0,2,gen_cond
220,5,3,2,4,2,0,2,gen_cond
221,5,5,1,4,2,0,2,gen_cond
222,5,7,2,1,1,1,-1,excluded
223,5,1,1,4,2,0,2,train_cond
224,5,3,1,4,2,0,2,gen_cond
225,5,3,1,3,2,2,2,gen_cond
226,5,2,1,1,1,3,2,gen_cond
227,5,7,1,3,2,2,-1,excluded
228,5,2,1,4,2,0,2,gen_cond
229,5,3,1,2,2,0,2,gen_cond
230,5,1,1,3,2,2,2,train_cond
231,5,7,1,4,2,0,-1,excluded
