trial,block,snr_level,vowel,eval,respside,audibility,cv_fold,role
0,1,6,2,1,1,9,0,train_cond
1,1,6,1,1,2,10,0,train_cond
2,1,6,2,1,1,9,0,train_cond
3,1,4,1,1,2,9,0,gen_cond
4,1,5,2,1,1,10,0,gen_cond
5,1,1,1,1,2,6,0,train_cond
6,1,6,2,1,1,7,0,train_cond
7,1,5,2,1,1,8,0,gen_cond
8,1,1,1,0,1,1,0,train_cond
9,1,4,1,1,2,7,0,gen_cond
10,1,3,1,1,2,0,0,gen_cond
11,1,4,1,0,1,1,0,gen_cond
12,1,3,2,0,2,6,0,gen_cond
13,1,5,1,1,2,7,0,gen_cond
14,1,6,1,1,2,10,0,train_cond
15,1,1,2,1,1,0,0,train_cond
16,1,4,2,1,1,3,0,gen_cond
17,1,2,2,0,2,0,0,gen_cond
18,1,3,2,0,2,0,0,gen_cond
19,1,5,2,1,1,7,0,gen_cond
20,1,4,2,1,1,9,0,gen_cond
21,1,2,2,1,1,1,0,gen_cond
22,1,5,1,1,2,8,0,gen_cond
23,1,4,1,1,2,0,0,gen_cond
24,1,5,2,1,1,8,0,gen_cond
25,1,1,2,0,2,0,0,train_cond
26,1,1,2,0,2,0,0,train_cond
27,1,6,1,1,2,9,0,train_cond
28,1,1,1,0,1,1,0,train_cond
29,1,2,1,1,2,1,0,gen_cond
30,2,6,2,1,1,9,0,train_cond
31,2,5,2,1,1,9,0,gen_cond
32,2,6,2,1,1,10,0,train_cond
33,2,2,1,1,2,0,0,gen_cond
34,2,4,2,1,1,9,0,gen_cond
35,2,4,1,1,2,0,0,gen_cond
36,2,3,1,0,1,7,0,gen_cond
37,2,5,2,1,1,8,0,gen_cond
38,2,5,1,1,2,10,0,gen_cond
39,2,3,1,1,2,0,0,gen_cond
40,2,6,2,1,1,10,0,train_cond
41,2,4,2,1,1,7,0,gen_cond
42,2,3,2,0,2,0,0,gen_cond
43,2,1,1,0,1,4,0,train_cond
44,2,6,1,1,2,9,0,train_cond
45,2,3,2,1,1,2,0,gen_cond
46,2,1,1,0,1,0,0,train_cond
47,2,6,1,1,2,10,0,train_cond
48,2,2,2,0,2,0,0,gen_cond
49,2,4,2,1,1,0,0,gen_cond
50,2,4,1,0,1,0,0,gen_cond
51,2,3,1,1,2,2,0,gen_cond
52,2,5,2,1,1,1,0,gen_cond
53,2,6,1,1,2,8,0,train_cond
54,2,5,1,1,2,9,0,gen_cond
55,2,3,2,1,1,6,0,gen_cond
56,2,6,1,1,2,9,0,train_cond
57,2,4,1,1,2,6,0,gen_cond
58,2,1,2,1,1,0,0,train_cond
59,2,2,2,1,1,8,0,gen_cond
60,2,4,2,1,1,7,0,gen_cond
61,2,2,1,1,2,3,0,gen_cond
62,2,1,1,1,2,0,0,train_cond
63,2,1,2,0,2,1,0,train_cond
64,2,3,2,1,1,1,0,gen_cond
65,2,4,1,0,1,0,0,gen_cond
66,2,1,2,0,2,0,0,train_cond
67,2,2,1,0,1,2,0,gen_cond
68,2,2,2,1,1,1,0,gen_cond
69,2,2,1,1,2,1,0,gen_cond
70,2,6,2,1,1,8,0,train_cond
71,2,5,1,1,2,10,0,gen_cond
72,3,5,2,1,2,9,0,gen_cond
73,3,3,1,0,2,0,0,gen_cond
74,3,5,1,1,1,9,0,gen_cond
75,3,6,2,1,2,8,0,train_cond
76,3,1,2,1,2,6,0,train_cond
77,3,4,2,1,2,8,0,gen_cond
78,3,1,1,1,1,2,0,train_cond
79,3,4,1,0,2,6,0,gen_cond
80,3,5,1,1,1,10,0,gen_cond
81,3,6,1,1,1,10,1,train_cond
82,3,3,2,1,2,0,0,gen_cond
83,3,4,2,1,2,8,0,gen_cond
84,3,2,2,1,2,7,0,gen_cond
85,3,3,2,1,2,2,0,gen_cond
86,3,2,2,0,1,1,0,gen_cond
87,3,6,2,1,2,8,1,train_cond
88,3,4,1,1,1,10,1,gen_cond
89,3,1,1,0,2,1,0,train_cond
90,3,3,2,0,1,0,1,gen_cond
91,3,4,1,1,1,8,1,gen_cond
92,3,1,1,0,2,1,1,train_cond
93,3,2,2,0,1,2,1,gen_cond
94,3,4,1,1,1,4,1,gen_cond
95,3,6,1,1,1,10,1,train_cond
96,3,4,2,1,2,2,1,gen_cond
97,3,2,1,1,1,0,1,gen_cond
98,3,2,1,0,2,0,1,gen_cond
99,3,1,1,1,1,1,1,train_cond
100,3,5,2,1,2,7,1,gen_cond
101,3,4,2,1,2,8,1,gen_cond
102,3,6,2,1,2,9,1,train_cond
103,4,4,2,1,2,8,1,gen_cond
104,4,6,2,1,2,10,1,train_cond
105,4,6,2,1,2,8,1,train_cond
106,4,2,2,0,1,1,1,gen_cond
107,4,3,2,1,2,6,1,gen_cond
108,4,6,1,1,1,9,1,train_cond
109,4,3,1,0,2,0,1,gen_cond
110,4,3,2,1,2,3,1,gen_cond
111,4,3,1,0,2,7,1,gen_cond
112,4,3,2,1,2,0,1,gen_cond
113,4,5,1,1,1,10,1,gen_cond
114,4,1,2,1,2,2,1,train_cond
115,4,5,1,1,1,10,1,gen_cond
116,4,4,2,1,2,9,1,gen_cond
117,4,1,1,1,1,0,1,train_cond
118,4,5,1,0,2,0,1,gen_cond
119,4,6,1,1,1,9,1,train_cond
120,4,1,2,1,2,1,1,train_cond
121,4,2,1,1,1,1,1,gen_cond
122,4,5,2,1,2,9,1,gen_cond
123,4,2,1,0,2,0,1,gen_cond
124,4,1,1,1,1,0,1,train_cond
125,4,2,2,0,1,1,1,gen_cond
126,4,1,1,0,2,1,1,train_cond
127,4,5,1,1,1,9,1,gen_cond
128,4,6,1,1,1,10,1,train_cond
129,4,1,2,1,2,2,1,train_cond
130,4,5,2,1,2,4,1,gen_cond
131,4,4,1,0,2,0,1,gen_cond
132,4,1,1,1,1,0,1,train_cond
133,4,2,2,1,2,0,1,gen_cond
134,4,2,2,1,2,2,1,gen_cond
135,5,5,1,1,2,10,1,gen_cond
136,5,3,2,1,1,7,1,gen_cond
137,5,5,2,1,1,9,1,gen_cond
138,5,3,1,1,2,9,1,gen_cond
139,5,1,2,0,2,1,1,train_cond
140,5,5,1,1,2,10,1,gen_cond
141,5,6,1,1,2,9,1,train_cond
142,5,3,1,0,1,0,1,gen_cond
143,5,6,2,1,1,9,1,train_cond
144,5,4,1,1,2,0,1,gen_cond
145,5,4,1,1,2,7,1,gen_cond
146,5,5,1,1,2,9,1,gen_cond
147,5,6,2,1,1,7,1,train_cond
148,5,2,2,1,1,2,1,gen_cond
149,5,3,1,1,2,0,1,gen_cond
150,5,6,1,1,2,10,1,train_cond
151,5,5,2,1,1,9,1,gen_cond
152,5,1,1,0,1,0,1,train_cond
153,5,2,2,1,1,1,1,gen_cond
154,5,3,2,1,1,3,1,gen_cond
155,5,1,1,1,2,0,1,train_cond
156,5,1,2,0,2,1,1,train_cond
157,5,2,2,1,1,0,1,gen_cond
158,5,4,2,1,1,1,1,gen_cond
159,5,2,1,1,2,0,1,gen_cond
160,5,2,2,1,1,1,1,gen_cond
161,5,4,1,1,2,0,1,gen_cond
162,5,5,2,1,1,7,1,gen_cond
163,5,2,1,0,1,1,1,gen_cond
164,5,5,2,1,1,8,1,gen_cond
165,5,1,1,0,1,1,1,train_cond
166,5,3,1,1,2,1,1,gen_cond
167,5,1,2,1,1,1,2,train_cond
168,6,5,2,1,2,8,1,gen_cond
169,6,1,2,0,1,0,2,train_cond
170,6,4,2,0,1,2,1,gen_cond
